cluster,assay,feature,rho,p,n,neglog10p
7: Memory CD4 T cell,RNA,RNF170,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
7: Memory CD4 T cell,RNA,PEX16,0.8666666666666666,0.0011735381801554663,10,2.9305027764010494
8: CTL-like,ADT,TNFRSF9,-0.8878560065057218,0.0032359806436668866,8,2.4899940848267006
8: CTL-like,ADT,FCGR3A,0.761904761904762,0.028004939153071826,8,1.5527653665950925
8: CTL-like,ADT,CCR5,-0.7425282823862207,0.03485503933666403,8,1.457734422791583
8: CTL-like,ADT,CD48,-0.7142857142857144,0.04652823228416712,8,1.332283447011438
8: CTL-like,ADT,PVR,-0.7102848052045775,0.04834893444391576,8,1.3156130928369654
8: CTL-like,ADT,CR1,-0.6190476190476192,0.10173303745426454,8,0.9925379885315156
8: CTL-like,ADT,ITGB7,-0.5952380952380953,0.11952980613879259,8,0.9225237848621005
8: CTL-like,ADT,ITGA1,-0.5952380952380953,0.11952980613879259,8,0.9225237848621005
8: CTL-like,ADT,MCAM,-0.5714285714285715,0.13895995716070633,8,0.8571103284474842
8: CTL-like,ADT,CD1C,0.5476190476190477,0.1600256425388963,8,0.7958104203387844
8: CTL-like,ADT,CD28,-0.5476190476190477,0.1600256425388963,8,0.7958104203387844
8: CTL-like,ADT,DPP4,-0.5476190476190477,0.1600256425388963,8,0.7958104203387844
8: CTL-like,ADT,Rat-IgG2a,0.526955555241834,0.17962896715692656,8,0.7456236272344117
8: CTL-like,ADT,CD33,-0.5238095238095238,0.18272075053971493,8,0.7382121295321706
8: CTL-like,ADT,CD226,-0.5182674893104819,0.18823582443588813,8,0.7252977195154484
8: CTL-like,ADT,CCR6,0.51234753829798,0.19422342135999549,8,0.711698399793233
8: CTL-like,ADT,OLR1,0.507346289431841,0.19935922397700803,8,0.7003636655464018
8: CTL-like,ADT,IGKC,-0.507346289431841,0.19935922397700803,8,0.7003636655464018
8: CTL-like,ADT,IL4R,0.48197897496024905,0.22649256280417962,8,0.644946054075585
8: CTL-like,ADT,LAG3,-0.4637130167514838,0.24713781718399977,8,0.607060793498453
8: CTL-like,RNA,NUDT18,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
8: CTL-like,RNA,NDUFB6,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
8: CTL-like,RNA,SLC5A3,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
8: CTL-like,RNA,RPS6,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
8: CTL-like,RNA,GABPA,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
8: CTL-like,RNA,CNOT10,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
8: CTL-like,RNA,TUBA1C,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
8: CTL-like,RNA,PPIH,0.880952380952381,0.0038503204637324014,8,2.4145031224814604
8: CTL-like,RNA,TYW1,0.880952380952381,0.0038503204637324014,8,2.4145031224814604
8: CTL-like,RNA,PUM3,0.880952380952381,0.0038503204637324014,8,2.4145031224814604
8: CTL-like,RNA,DERL2,0.880952380952381,0.0038503204637324014,8,2.4145031224814604
8: CTL-like,RNA,THEM4,-0.880952380952381,0.0038503204637324114,8,2.4145031224814595
8: CTL-like,RNA,ZNF587,-0.880952380952381,0.0038503204637324114,8,2.4145031224814595
8: CTL-like,RNA,FAM106A,0.8783100656536801,0.00410393372003155,8,2.386799661847751
8: CTL-like,RNA,CCNE1,-0.8624886920341297,0.0058486331164544795,8,2.2329456209852427
8: CTL-like,RNA,IPP,0.8571428571428573,0.0065300172547152705,8,2.185085671157127
8: CTL-like,RNA,POLA2,0.8571428571428573,0.0065300172547152705,8,2.185085671157127
8: CTL-like,RNA,C1RL-AS1,0.8571428571428573,0.0065300172547152705,8,2.185085671157127
8: CTL-like,RNA,CALM3,0.8571428571428573,0.0065300172547152705,8,2.185085671157127
8: CTL-like,RNA,ZNF765,0.8571428571428573,0.0065300172547152705,8,2.185085671157127
9: TRDV1+ CTL-like,ADT,CD86,0.8928571428571427,0.006807187408935435,7,2.1670322926529124
9: TRDV1+ CTL-like,ADT,ENTPD1,0.8928571428571427,0.006807187408935435,7,2.1670322926529124
9: TRDV1+ CTL-like,ADT,Human-Ig,0.8669214468630105,0.011535549461398849,7,1.9379617143314198
9: TRDV1+ CTL-like,ADT,CD44,-0.8571428571428569,0.013697326615325696,7,1.8633641882821104
9: TRDV1+ CTL-like,ADT,ADGRG1,0.8571428571428569,0.013697326615325727,7,1.8633641882821095
9: TRDV1+ CTL-like,ADT,Mouse-IgG2a,-0.8468812149338253,0.016197127467871716,7,1.7905619999924949
9: TRDV1+ CTL-like,ADT,TCR-AB,0.8214285714285713,0.023448808345691546,7,1.629879222971948
9: TRDV1+ CTL-like,ADT,FCGR2A,0.8153742483272112,0.025399209718455294,7,1.5951797959884646
9: TRDV1+ CTL-like,ADT,CX3CR1,0.8153742483272112,0.025399209718455294,7,1.5951797959884646
9: TRDV1+ CTL-like,ADT,PVR,0.810843716426003,0.02691632884316206,7,1.5699841744584886
9: TRDV1+ CTL-like,ADT,SIGLEC1,0.7928249671720917,0.03344354374054163,7,1.475687710137909
9: TRDV1+ CTL-like,ADT,FAS,0.7857142857142855,0.03623846267982733,7,1.4408302343900738
9: TRDV1+ CTL-like,ADT,BTLA,0.7783117824941562,0.03928105638661947,7,1.4058168412335985
9: TRDV1+ CTL-like,ADT,CD14,0.7412493166611012,0.05657714049137547,7,1.2473590063346516
9: TRDV1+ CTL-like,ADT,OLR1,0.7412493166611012,0.05657714049137547,7,1.2473590063346516
9: TRDV1+ CTL-like,ADT,CD69,0.7142857142857142,0.07134356146753773,7,1.1466452144945496
9: TRDV1+ CTL-like,ADT,HLA-E,0.7142857142857142,0.07134356146753773,7,1.1466452144945496
9: TRDV1+ CTL-like,ADT,Hamster-IgG,-0.7092993656151905,0.07427692638368383,7,1.1291460758830338
9: TRDV1+ CTL-like,ADT,IGKC,0.6847124716486247,0.08966645319106852,7,1.0473700086732172
9: TRDV1+ CTL-like,ADT,B3GAT1,0.6785714285714284,0.09375025395983154,7,1.0280275471394
9: TRDV1+ CTL-like,RNA,CCT3,-0.9999999999999998,1.4110889914610675e-39,7,38.8504455962515
9: TRDV1+ CTL-like,RNA,ARMC7,-0.9999999999999998,1.4110889914610675e-39,7,38.8504455962515
9: TRDV1+ CTL-like,RNA,ZNF699,0.9999999999999998,1.4110889914610675e-39,7,38.8504455962515
9: TRDV1+ CTL-like,RNA,GLMP,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,ING5,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,ZNF197,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,PARP12,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,PCM1,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,RRM2B,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,NELFB,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,MAP3K12,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,CARHSP1,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,DERL2,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,RAB33A,0.9642857142857141,4.541491691941827e-4,7,3.342801475959166
9: TRDV1+ CTL-like,RNA,ACADM,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
9: TRDV1+ CTL-like,RNA,MSH3,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
9: TRDV1+ CTL-like,RNA,ASPH,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
9: TRDV1+ CTL-like,RNA,RPS29,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
9: TRDV1+ CTL-like,RNA,FUT8,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
9: TRDV1+ CTL-like,RNA,GALNS,-0.9642857142857141,4.54149169194186e-4,7,3.342801475959163
